question,answer
മുയലിന്റെ കശാപ്പിന്റെ വില എത്ര?,ഒരു കിലോ മുയല്‍ ഇറച്ചിയുടെ വില 45 രൂപ വരെ എത്തുന്നു.
പ്രജനനത്തിന് ആവശ്യമായ കൂടിന്റെ അളവ് എന്താണ്?,പ്രജനനത്തിനുള്ള മുയലുകൾക്ക് 39'ഃ16'ഃ18' അളവിൽ കൂടുകൾ വേണം.
മുയലിന്റെ ശരീരഭാരത്തിലെ എത്ര ശതമാനം ഇറച്ചി ലഭിക്കും?,മുയലിന്റെ ശരീരഭാരത്തിന്റെ 60% ഇറച്ചിയാണ് ലഭിക്കുന്നത്.
കൂടിന്റെ താഴത്തെ ഭാഗത്ത് എത്ര അളവ് വേണം?,കൂടിന്റെ അടിവശത്ത് 1/2 ഇഞ്ച് കണ്ണികളുള്ള 14-16 ഗേജ് കമ്പിവല ഉറപ്പിക്കണം.
പെണ്‍ മുയലിനുള്ള നെസ്റ്റ് ബോക്സിന്റെ അളവ് എന്താണ്?,പെണ്‍ മുയലിന് 18'ഃ12'ഃ12' അളവിലുള്ള നെസ്റ്റ് ബോക്സ് വേണം.
കോഴിവസന്ത എന്താണ്?,"കോഴിവസന്ത ഒരു വൈറസ് രോഗമാണ്, ഇത് കോഴികളിൽ വലിയ ശ്വാസപ്രശ്നങ്ങൾ, വയറിളക്കം, തളർച്ച എന്നിവ ഉണ്ടാക്കുന്നു."
കോഴിവാസന്തിന്റെ ലക്ഷണങ്ങൾ എന്തെല്ലാമാണ്?,"അറിയപ്പെടുന്ന ലക്ഷണങ്ങൾ: കഴുത്തു ചറിയിരിക്കല്‍, തൂങ്ങിപ്പിടിക്കലുള്ള ശ്വാസപ്രശ്നങ്ങൾ, നീലനിറം, വയറിളക്കം."
കോഴിവസന്ത എങ്ങനെയാണ് പടരുന്നത്?,"കോഴിവസന്ത വായുവിൽ നിന്നുമുള്ള പകർച്ച രോഗം ആകുന്നു, അതിനാൽ വളരെ വേഗത്തിൽ പടർന്നു പോകുന്നു."
കോഴിവസന്ത ഏതു കാലാവസ്ഥയിൽ കൂടുതലായി കാണപ്പെടുന്നു?,കോഴിവസന്ത വേനൽക്കാലത്ത് കൂടുതലായി കണ്ടുവരുന്നു.
കോഴിവാസൂരി എന്താണ്?,"കോഴിവാസൂരി കോഴിയുടെ താടയിലും, പൂവിലും കുരുക്കൾ ഉണ്ടാക്കുന്ന ഒരു രോഗമാണ്."
കോഴിവാസൂരി ബാധിക്കുമ്പോൾ എങ്ങനെ പ്രതികരിക്കും?,"കോഴിവാസൂരി കണ്ണുകളുടെ പഴുപ്പ്, കാഴചശക്തി നശിക്കൽ എന്നിവയെ ഉണ്ടാക്കാം."
മാരെക്‌സ് രോഗം എന്താണ്?,"മാരെക്‌സ് രോഗം основномമായി ഞരമ്പുകൾക്ക് ബാധിക്കുന്ന ഒരു രോഗമാണ്, ഇത് കോഴികളിൽ തളർച്ചയും ശ്വാസപ്രശ്നങ്ങളും സൃഷ്ടിക്കുന്നു."
മാരെക്‌സ് രോഗം എങ്ങനെ फैलుతుంది?,മാരെക്‌സ് രോഗം 6 മുതൽ 10 ആഴ്ച പ്രായമായ കോഴിക്കുഞ്ഞുങ്ങൾക്ക് കൂടുതലായി ബാധിക്കുന്നു.
മാരെക്‌സ് രോഗത്തിന്റെ ലക്ഷണങ്ങൾ എന്തെല്ലാമാണ്?,"പ്രധാന ലക്ഷണങ്ങൾ: കാൽ, ചിറക്, കഴുത്ത്, തളർച്ച, തൂക്കക്കുറവ്, വയറിളക്കം."
മാരെക്‌സ് രോഗം മൂലം എന്ത് പ്രശ്നങ്ങൾ ഉണ്ടാകുന്നു?,മാരെക്‌സ് രോഗം കോഴിയുടെ മുട്ടയുടെ ഉൽപ്പാദനം കുറയ്ക്കുന്നു.
കോഴിത്തീറ്റ ഉണ്ടാക്കുന്നതിനുള്ള ചേരുവകൾ എന്തെല്ലാമാണ്?,"ചേരുവകൾ: മഞ്ഞച്ചോളം, കടലപ്പിണ്ണാക്ക്, എള്ളിന്‍പ്പിണ്ണാക്ക്, അരിത്തവിട്, ഗോതമ്പുത്തവിട്, ഉണക്കമല്‍സ്യം, ഉപ്പ്, ധാതുമിശ്രിതം."
100 കിലോഗ്രാമിൽ എത്ര മഞ്ഞച്ചോളം വേണം?,100 കിലോഗ്രാമിൽ 40 കിലോ മഞ്ഞച്ചോളം വേണം.
100 കിലോഗ്രാമിൽ എത്ര കടലപ്പിണ്ണാക്ക് വേണം?,100 കിലോഗ്രാമിൽ 11 കിലോ കടലപ്പിണ്ണാക്ക് വേണം.
100 കിലോഗ്രാമിൽ എത്ര എള്ളിന്‍പ്പിണ്ണാക്ക് വേണം?,100 കിലോഗ്രാമിൽ 5 കിലോ എള്ളിന്‍പ്പിണ്ണാക്ക് വേണം.
100 കിലോഗ്രാമിൽ എത്ര അരിത്തവിട് വേണം?,100 കിലോഗ്രാമിൽ 20 കിലോ അരിത്തവിട് വേണം.
100 കിലോഗ്രാമിൽ എത്ര ഗോതമ്പുത്തവിട് വേണം?,100 കിലോഗ്രാമിൽ 10 കിലോ ഗോതമ്പുത്തവിട് വേണം.
100 കിലോഗ്രാമിൽ എത്ര ഉണക്കമല്‍സ്യം വേണം?,100 കിലോഗ്രാമിൽ 10 കിലോ ഉണക്കമല്‍സ്യം വേണം.
100 കിലോഗ്രാമിൽ എത്ര ഉപ്പ് വേണം?,100 കിലോഗ്രാമിൽ 0.25 കിലോ ഉപ്പ് വേണം.
100 കിലോഗ്രാമിൽ എത്ര ധാതുമിശ്രിതം വേണം?,100 കിലോഗ്രാമിൽ 1.75 കിലോ ധാതുമിശ്രിതം വേണം.
100 കിലോഗ്രാമിൽ എത്ര വൈറ്റമിന്‍ A വേണം?,100 കിലോഗ്രാമിൽ 10 ലക്ഷം ഐ യൂണിറ്റ് വൈറ്റമിന്‍ A വേണം.
100 കിലോഗ്രാമിൽ എത്ര വൈറ്റമിന്‍ B2 വേണം?,100 കിലോഗ്രാമിൽ 500 മി.ഗ്രാം വൈറ്റമിന്‍ B2 വേണം.
100 കിലോഗ്രാമിൽ എത്ര വൈറ്റമിന്‍ D3 വേണം?,100 കിലോഗ്രാമിൽ 12500 ഐ യൂണിറ്റ് വൈറ്റമിന്‍ D3 വേണം.
കോഴിക്കുഞ്ഞുങ്ങൾക്ക് വിരയിളക്കല്‍ മരുന്ന് എങ്ങനെ കൊടുക്കണം?,"കോഴിക്കുഞ്ഞുങ്ങൾക്ക് 1 മാസം പ്രായമായാൽ, മരുന്ന് 3 ആഴ്ച ഇടവിട്ട് കുടിക്കുന്ന വെള്ളത്തിലൂടെ കൊടുക്കാം."
വിരബാധ തടയാനുള്ള മരുന്നുകളുടെ അളവ് എത്ര?,"100 കോഴിക്കുഞ്ഞുകൾക്ക്: സേഫര്‍സോള്‍ - 25 മില്ലി, വെര്‍മെക്‌സ് - 30 മില്ലി, ഹെല്‍മാസിഡ് - 50 മില്ലി."
കോഴിപ്പേന്‍ നിയമനം എങ്ങനെ നടത്തണം?,"കോഴിപ്പേന്‍ ഉണ്ടാക്കുമ്പോൾ, പരിസ്ഥിതിക്ക് നേരിട്ട് പൊടി വിതറുകയോ, മരുന്ന് കലക്കിയ വെള്ളത്തിൽ കോഴികളെ മുക്കുകയോ ചെയ്യണം."
മാലത്തിയോ എങ്ങനെ ഉപയോഗിക്കണം?,20 മി. ലിറ്റർ മാലത്തിയോ ഇ.സീ. 30 ലിറ്റർ വെള്ളത്തിൽ കലക്കി 650 ച.മീറ്റർ സ്ഥലത്ത് പ്രയോഗിക്കുക.
സെവിന്‍ വൈറ്റബിള്‍ പൗഡർ എങ്ങനെ ഉപയോഗിക്കണം?,120 ലിറ്റർ വെള്ളത്തിൽ 1 കിലോ പൊടി കലക്കി 12 ച.മീറ്റർ സ്ഥലത്ത് ഉപയോഗിക്കുക.
പകർച്ചവ്യാധികൾ തടയാനുള്ള കുത്തിവയ്പ് എന്താണ്?,"മാരക്‌സ് രോഗം, കോഴിസ്ഥന്ത, കോഴിവാസൂരി എന്നിവയ്ക്കുള്ള പ്രതിരോധ കുത്തിവയ്പ് കോഴികൾക്ക് നൽകാം."
കോഴിവാസന്ത പ്രതിരോധം എങ്ങനെ ചെയ്യാം?,കോഴിവാസന്ത പ്രതിരോധിക്കാൻ കോഴികൾക്ക് കുത്തിവയ്പ് നൽകാം.
കോഴി മുട്ടയുടെ ഉൽപ്പാദനം കുറയ്ക്കുന്നതിന് എന്ത് കുത്തിവയ്പ് നൽകണം?,"കോഴി മുട്ട ഉൽപ്പാദനം കുറയ്ക്കുന്നതിന്, കോഴികളെ രോഗങ്ങളോട് പോരാട്ടിക്കാൻ പ്രതിരോധ കുത്തിവയ്പ് നൽകാം."
കോഴി ശരീരത്തിലെ വയറിളക്കത്തിന് എന്താണ് പരിഹാരം?,"കോഴി ശരീരത്തിലെ വയറിളക്കത്തിന് കൃത്യമായ ചികിത്സ, ശുദ്ധജലം, ഉചിതമായ ആഹാരം എന്നിവ ആവശ്യമാണ്."
കോഴി ശ്വാസപ്രശ്നങ്ങൾ അനുഭവപ്പെടുമ്പോൾ എന്ത് ചെയ്യണം?,"കോഴി ശ്വാസപ്രശ്നങ്ങൾ അനുഭവപ്പെടുമ്പോൾ, മതിയായ മരുന്നുകൾ, ശുദ്ധവായുവും അവശ്യ ആരോഗ്യപരമായ പരിഹാരങ്ങളും നൽകണം."
കാടക്കോഴി എന്താണ്?,"കാടക്കോഴി, കോഴികളെപ്പോലെ വീടുകളില്‍ വളര്‍ത്താവുന്ന പക്ഷിവര്‍ഗ്ഗമാണ്."
"കാടക്കോഴികളുടെ ഏതു വർഗ്ഗം മുട്ടയ്ക്കും, ഏതു ഇറച്ചിക്കുവേണ്ടിയുള്ളത്?","മുട്ടയ്ക്കുള്ളത് കാടക്കാടാണ്, ഇറച്ചിക്കുവേണ്ടിയുള്ളത് ബ്രോയിലര്‍ കാടാണ്."
മുട്ടക്കാടുകളുടെ പ്രായപൂര്‍ത്തിയാവല്‍ എത്രആഴ്ചയിൽ ആണ്?,"മുട്ടക്കാടുകൾ 6-ആഴ്ചയിൽ പ്രായപൂര്‍ത്തിയാവുകയും, മുട്ടയിടാൻ തുടങ്ങുകയും ചെയ്യും."
മുട്ടക്കാടിന്റെ ഭാരം എത്ര?,മുട്ടക്കാടിന്റെ ഭാരം 120 ഗ്രാം ആയിരിക്കും.
ഒരു വര്‍ഷം കഴിഞ്ഞാല്‍ മുട്ടയ്ക്കുള്ള ശേഷി എത്ര?,ഒരു വര്‍ഷം കഴിഞ്ഞാൽ മുട്ടക്കാടുകൾ 10 ഗ്രാം ഭാരമുള്ള മുട്ട വരുത്തും.
